Ticket_Number,O_Violation_Location_Borough,O_Violation_Location_Block_No.,O_Violation_Location_Lot_No,O_Violation_Location_House_No.,O_Violation_Location_Street_Name,O_Violation_Location_City,O_Violation_Location_Zip_Code,O_Violation_Location_State_Name,Category (Gemini),Revised_Address (Gemini)
200445310,BRONX,3832,37,1261,ZEREGA AVENUE,BRONX,10462,NEW YORK,Full Address,1261 ZEREGA AVENUE
200680911,BRONX,.,.,.,3RD AVE E 145 ST,BRONX,.,NEW YORK,Intersection,3RD AVE AND E 145 ST
201126320,MANHATTAN,.,.,.,34TH ST 7TH AVE,NEW YORK,.,NEW YORK,Intersection,34TH ST AND 7TH AVE
201527527,BROOKLYN,393,39,180,NEVINS STREET,BROOKLYN,11217,NEW YORK,Full Address,180 NEVINS STREET
202134635,BRONX,5263,40,3565,BIVONA STREET,BRONX,10475,NEW YORK,Full Address,3565 BIVONA STREET
209367034,QUEENS,.,.,.,193 ST JAMAICA AVE,QUEENS,.,NEW YORK,Intersection,193 ST AND JAMAICA AVE
209590774,MANHATTAN,.,.,.,C O W 39 9TH AVE,NEW YORK,.,NEW YORK,Intersection,W 39 ST AND 9TH AVE
211746289,MANHATTAN,809,69,150,WEST 34 STREET,NEW YORK,10001,.,Full Address,150 WEST 34 STREET
211746298,MANHATTAN,.,.,124,WEST 34 STREET,NEW YORK,10001,.,Full Address,124 WEST 34 STREET
196377024,MANHATTAN,.,.,.,S W CORNER 7TH AVE 137TH ST,NEW YORK,.,NEW YORK,Intersection,S W CORNER 7TH AVE AND 137TH ST
196666553,BRONX,.,.,.,E 165 ST WASHINGTON AVE,BRONX,.,NEW YORK,Intersection,E 165 ST AND ST WASHINGTON AVE
197809141,MANHATTAN,.,.,.,DEY ST CHURCH ST S W CORNER,NEW YORK,.,NEW YORK,Intersection,DEY ST AND CHURCH ST
197961950,MANHATTAN,1030,29,200,WEST 59 STREET,NEW YORK,10019,NEW YORK,Full Address,200 WEST 59 STREET
197961987,MANHATTAN,1030,29,200,WEST 59 STREET,NEW YORK,10019,NEW YORK,Full Address,200 WEST 59 STREET
198987150,QUEENS,1536,7503,45-10,83 STREET,ELMHURST,11373,NEW YORK,Full Address,45-10 83 STREET
199825111,BROOKLYN,.,.,.,C O AVE J E 53 ST,BROOKLYN,.,NEW YORK,Insufficient Information,AVE J E 53 ST
201061228,BROOKLYN,.,.,625,GRAND STREET,BROOKLYN,11211,NEW YORK,Full Address,625 GRAND STREET
201440178,BROOKLYN,.,.,.,HALSEY ST RALPH AVE,BROOKLYN,.,NEW YORK,Intersection,HALSEY ST AND RALPH AVE
203342325,BROOKLYN,707,38,3902,3 AVENUE,BROOKLYN,11232,NEW YORK,Full Address,3902 3 AVENUE
204693042,MANHATTAN,.,.,.,E 79 ST PARK AVE N E C,NEW YORK,.,NEW YORK,Intersection,E 79 ST AND ST PARK AVE N E C
204693051,MANHATTAN,.,.,.,N E C E 70 ST YORK AVE,NEW YORK,.,NEW YORK,Intersection,N E C E 70 ST AND YORK AVE
211725618,BROOKLYN,.,.,.,12 STREET 3 AVE,BROOKLYN,.,NEW YORK,Intersection,12 STREET AND 3 AVE
211976582,MANHATTAN,.,.,.,ST NICHOLAS TERRACE W 128 ST,NEW YORK,.,NEW YORK,Intersection,ST NICHOLAS TERRACE AND W 128 ST
196429265,BROOKLYN,.,.,.,UTICA AVE PACIFIC STREET,BROOKLYN,.,NEW YORK,Intersection,UTICA AVE AND PACIFIC STREET
198400190,MANHATTAN,1213,115,133,WEST 82 STREET,NEW YORK,10024,NEW YORK,Full Address,133 WEST 82 STREET
199890314,BROOKLYN,4875,33,3823,CHURCH AVENUE,BROOKLYN,11203,NEW YORK,Full Address,3823 CHURCH AVENUE
201220342,BROOKLYN,.,.,.,HALSEY WILSON AVE,BROOKLYN,.,NEW YORK,Insufficient Information,HALSEY WILSON AVE
203306831,BROOKLYN,7557,78,1535,FLATBUSH AVENUE,BROOKLYN,11210,NEW YORK,Full Address,1535 FLATBUSH AVENUE
207860896,BROOKLYN,.,.,.,WEST 12 BOARDWALK,BROOKLYN,.,NEW YORK,Intersection,WEST 12 ST AND BOARDWALK
211745820,MANHATTAN,.,.,.,CANAL ST AND CENTRE ST,NEW YORK,.,NEW YORK,Intersection,CANAL ST AND CENTRE ST
211746307,MANHATTAN,.,.,415,BROADWAY,NEW YORK,10013,.,Full Address,415 BROADWAY
214582931,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
196705511,BRONX,.,.,1361,WALNUT AVE,BRONX,.,NEW YORK,Full Address,1361 WALNUT AVE
201287213,BROOKLYN,2115,1,690,FULTON STREET,BROOKLYN,11217,NEW YORK,Full Address,690 FULTON STREET
201568061,BROOKLYN,1594,46,96,LEWIS AVENUE,BROOKLYN,11206,NEW YORK,Full Address,96 LEWIS AVENUE
204591595,MANHATTAN,1016,36,1515,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1515 BROADWAY
204733257,QUEENS,.,.,.,BEACH 17 ST AND SEAGIRT BLVD,QUEENS,.,NEW YORK,Intersection,BEACH 17 ST AND SEAGIRT BLVD
207869568,BROOKLYN,7074,190,1505,BOARDWALK,BROOKLYN,11224,NEW YORK,Full Address,1505 BOARDWALK
196245538,QUEENS,15953,1,402,BEACH 37 STREET,FAR ROCKAWAY,11691,NEW YORK,Full Address,402 BEACH 37 STREET
200435840,BRONX,.,.,.,W 170 ST GRANT HWY,BRONX,.,NEW YORK,Intersection,W 170 ST AND ST GRANT HWY
201169293,BROOKLYN,.,.,.,E B ATLANTIC AVENUE WASHINGT,BROOKLYN,.,NEW YORK,Insufficient Information,ATLANTIC AVENUE WASHINGT
202988381,MANHATTAN,1774,20,2083,LEXINGTON AVENUE,NEW YORK,10035,NEW YORK,Full Address,2083 LEXINGTON AVENUE
207869292,BROOKLYN,.,.,.,INTERSECTION CROPSEY AVE AND,BROOKLYN,.,NEW YORK,Intersection,INTERSECTION CROPSEY AVE AND AND
211747232,MANHATTAN,.,.,.,34TH 7TH,NEW YORK,.,NEW YORK,Intersection,34TH AND 7TH
211747241,MANHATTAN,.,.,.,34TH 7TH,NEW YORK,.,NEW YORK,Intersection,34TH AND 7TH
199833471,BROOKLYN,.,.,.,I O 62 ST NEW UTRECHT AVE,BROOKLYN,.,NEW YORK,Intersection,62 ST AND NEW UTRECHT AVE
200290860,BROOKLYN,.,.,.,CORBIN PLACE I O BRIGHTON 13,BROOKLYN,.,NEW YORK,Intersection,CORBIN PLACE AND BRIGHTON 13
200617488,STATEN IS,.,.,.,DRUMGOOLE RD WEST BLOOMINGDA,STATEN ISLAND,.,NEW YORK,Intersection,DRUMGOOLE RD AND WEST BLOOMINGDA
201526270,BROOKLYN,.,.,.,COURT ST I O JORALEMON ST,BROOKLYN,.,NEW YORK,Intersection,COURT ST AND JORALEMON ST
204740434,BRONX,3073,8,2338,ARTHUR AVENUE,BRONX,10458,NEW YORK,Full Address,2338 ARTHUR AVENUE
211745656,MANHATTAN,.,.,.,W 34 ST 8 AVE,NEW YORK,.,NEW YORK,Intersection,W 34 ST AND ST 8 AVE
211745830,MANHATTAN,.,.,.,W 34 ST 8 AVE S E,NEW YORK,.,NEW YORK,Intersection,W 34 ST AND ST 8 AVE S E
211745849,MANHATTAN,.,.,.,W 34 ST 8 AVE S E,NEW YORK,.,NEW YORK,Intersection,W 34 ST AND ST 8 AVE S E
211746316,MANHATTAN,.,.,11,TIME SQUARE,NEW YORK,.,NEW YORK,Full Address,11 TIME SQUARE
211915413,MANHATTAN,.,.,311,WEST 43,NEW YORK,.,NEW YORK,Full Address,311 WEST 43
197942232,MANHATTAN,788,4,578,8 AVENUE,NEW YORK,10018,NEW YORK,Full Address,578 8 AVENUE
197961940,MANHATTAN,1274,7503,50,WEST 59 STREET,NEW YORK,10019,NEW YORK,Full Address,50 WEST 59 STREET
197992008,MANHATTAN,.,.,.,N E C O W 44 STREET I O 9TH,NEW YORK,.,NEW YORK,Intersection,W 44 STREET AND 9TH
198023129,MANHATTAN,.,.,.,N E C E 57TH ST AND PARK AVE,NEW YORK,.,NEW YORK,Intersection,N E C E 57TH ST AND PARK AVE
198828558,STATEN IS,.,.,.,I O SLOSSON AVE REON AVE,STATEN ISLAND,.,NEW YORK,Intersection,SLOSSON AVE AND REON AVE
198967277,QUEENS,.,.,.,47 ST AND GREENPOINT AVE,QUEENS,.,NEW YORK,Intersection,47 ST AND GREENPOINT AVE
199503050,QUEENS,.,.,.,BEACH 20TH ST AT PLAINVIEW A,QUEENS,.,NEW YORK,Intersection,BEACH 20TH ST AND PLAINVIEW A
200066159,BROOKLYN,.,.,.,56 STREET I O 9 AVE,BROOKLYN,.,NEW YORK,Intersection,56 STREET AND 9 AVE
200410807,BRONX,.,.,.,E 184 ST VALENTINE AVE,BRONX,.,NEW YORK,Intersection,E 184 ST AND ST VALENTINE AVE
200574092,BRONX,2294,2,2856,3 AVENUE,BRONX,10455,NEW YORK,Full Address,2856 3 AVENUE
200936780,BRONX,.,.,.,I O E TREMONT AVE FINK AVE,BRONX,.,NEW YORK,Intersection,E TREMONT AVE AND FINK AVE
202830284,QUEENS,3809,136,84-02,COOPER AVENUE,RIDGEWOOD,11385,NEW YORK,Full Address,84-02 COOPER AVENUE
203061028,QUEENS,.,.,.,91 AVE 92 ST,QUEENS,.,NEW YORK,Intersection,91 AVE AND 92 ST
203343920,BROOKLYN,652,7,731,4 AVENUE,BROOKLYN,11232,NEW YORK,Full Address,731 4 AVENUE
204581145,MANHATTAN,.,.,585,WEST 38 STREET,NEW YORK,10018,NEW YORK,Full Address,585 WEST 38 STREET
209599812,MANHATTAN,1032,61,360,WEST 42 STREET,NEW YORK,10036,NEW YORK,Full Address,360 WEST 42 STREET
211741934,MANHATTAN,.,.,1501,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1501 BROADWAY
211746031,MANHATTAN,.,.,.,7 AVE W 42 ST,NEW YORK,.,NEW YORK,Intersection,7 AVE AND W 42 ST
197844956,MANHATTAN,.,.,.,CORNER OF E HOUSTON ST MULBE,NEW YORK,.,NEW YORK,Intersection,E HOUSTON ST AND MULBE
197962005,MANHATTAN,1011,1,180,WEST 59 STREET,NEW YORK,10019,NEW YORK,Full Address,180 WEST 59 STREET
198683688,MANHATTAN,.,.,.,EAST 128 3RD AVE,NEW YORK,.,NEW YORK,Intersection,EAST 128 ST AND 3RD AVE
198998892,QUEENS,.,.,.,E B BORDEN AVENUE AT 58 ST,QUEENS,.,NEW YORK,Intersection,BORDEN AVENUE AND 58 ST
200066076,BROOKLYN,.,.,.,E 5 STREET ALBEMARLE ROAD,BROOKLYN,.,NEW YORK,Intersection,E 5 ST AND STREET ALBEMARLE ROAD
200190880,BROOKLYN,1302,1,77,SULLIVAN PLACE,BROOKLYN,11225,NEW YORK,Full Address,77 SULLIVAN PLACE
200425639,BROOKLYN,.,.,.,PILLING EVERGREEN,BROOKLYN,.,NEW YORK,Intersection,PILLING AND EVERGREEN
201037311,BRONX,.,.,.,I O E 156 ST TINTON AVE,BRONX,.,NEW YORK,Intersection,E 156 ST AND ST TINTON AVE
204734090,QUEENS,15735,38,25-04,CORNAGA AVENUE,FAR ROCKAWAY,11691,NEW YORK,Full Address,25-04 CORNAGA AVENUE
206161313,QUEENS,.,.,.,69 ST 60 AVE,QUEENS,.,NEW YORK,Intersection,69 ST AND 60 AVE
211743016,MANHATTAN,.,.,11,PENN PLAZA,NEW YORK,10001,.,Full Address,11 PENN PLAZA
211743034,MANHATTAN,.,.,460,7 AVENUE,NEW YORK,10123,.,Full Address,460 7 AVENUE
211745436,MANHATTAN,.,.,.,W 34 ST BROADWAY,NEW YORK,.,NEW YORK,Intersection,W 34 ST AND ST BROADWAY
211745445,MANHATTAN,.,.,.,BROADWAY W 34 ST,NEW YORK,.,NEW YORK,Intersection,BROADWAY AND W 34 ST
211745454,MANHATTAN,.,.,.,W 34 ST BROADWAY,NEW YORK,.,NEW YORK,Intersection,W 34 ST AND ST BROADWAY
211745481,MANHATTAN,.,.,.,BROADWAY 34 ST,NEW YORK,.,NEW YORK,Intersection,BROADWAY AND 34 ST
211745638,MANHATTAN,.,.,516,8 AVENUE,NEW YORK,10018,.,Full Address,516 8 AVENUE
211745674,MANHATTAN,.,.,516,8 AVENUE,NEW YORK,10018,.,Full Address,516 8 AVENUE
211745867,MANHATTAN,.,.,.,W 36 ST AND 7 AVE,NEW YORK,.,NEW YORK,Intersection,W 36 ST AND 7 AVE
211746325,MANHATTAN,.,.,.,W 31 ST AND 7 AVE,NEW YORK,.,NEW YORK,Intersection,W 31 ST AND 7 AVE
211746334,MANHATTAN,.,.,.,N W C O W 36 ST 7 AVE,NEW YORK,.,NEW YORK,Intersection,W 36 ST AND ST 7 AVE
211747012,MANHATTAN,.,.,.,BROADWAY 34 ST,NEW YORK,.,NEW YORK,Intersection,BROADWAY AND 34 ST
211976564,MANHATTAN,1969,48,49,ST NICHOLAS TERRACE,NEW YORK,10027,NEW YORK,Full Address,49 ST NICHOLAS TERRACE
197961996,MANHATTAN,1030,29,200,WEST 59 STREET,NEW YORK,10019,NEW YORK,Full Address,200 WEST 59 STREET
198027749,MANHATTAN,1285,7501,611,5 AVENUE,NEW YORK,10022,NEW YORK,Full Address,611 5 AVENUE
198226811,MANHATTAN,1030,29,200,WEST 59 STREET,NEW YORK,10019,NEW YORK,Full Address,200 WEST 59 STREET
198495550,MANHATTAN,2088,29,3447,BROADWAY,NEW YORK,10031,NEW YORK,Full Address,3447 BROADWAY
198495560,MANHATTAN,2087,31,3405,BROADWAY,NEW YORK,10031,NEW YORK,Full Address,3405 BROADWAY
198756526,STATEN IS,.,.,.,FOREST AV WILLOW RD E,STATEN ISLAND,.,NEW YORK,Intersection,FOREST AV AND WILLOW RD E
200348318,BRONX,.,.,.,FTELEY AVE WATSON AVE,BRONX,.,NEW YORK,Intersection,FTELEY AVE AND WATSON AVE
207638559,QUEENS,.,.,.,FRANCIS LEWIS BLVD LINDEN BL,QUEENS,.,NEW YORK,Intersection,FRANCIS LEWIS BLVD AND LINDEN BL
211813975,BROOKLYN,1813,83,219,MONROE STREET,BROOKLYN,11216,NEW YORK,Full Address,219 MONROE STREET
211813984,BROOKLYN,.,.,.,C O MADISON ST AND NOSTRAND,BROOKLYN,.,NEW YORK,Intersection,MADISON ST AND NOSTRAND
214584251,BROOKLYN,.,.,.,N W CORNER GRAND STREET RIVE,BROOKLYN,.,NEW YORK,Intersection,N W CORNER GRAND STREET AND RIVE
198208598,MANHATTAN,.,.,.,NE E 23 ST PARK AVE SOUTH,NEW YORK,.,NEW YORK,Intersection,NE E 23 ST AND PARK AVE SOUTH
200295453,MANHATTAN,.,.,.,7 AVE W 33 STREET,NEW YORK,.,NEW YORK,Intersection,7 AVE AND W 33 STREET
201568914,BROOKLYN,1486,7501,1060,PUTNAM AVENUE,BROOKLYN,11221,NEW YORK,Full Address,1060 PUTNAM AVENUE
202134388,BRONX,.,.,2745,SCHEY AVE,BRONX,10462,NEW YORK,Full Address,2745 SCHEY AVE
214584444,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
196388473,BROOKLYN,.,.,.,C O BEDFORD AVE CLIFTON PL,BROOKLYN,.,NEW YORK,Intersection,BEDFORD AVE AND CLIFTON PL
200129600,BROOKLYN,6153,1,800,POLY PLACE,BROOKLYN,11209,NEW YORK,Full Address,800 POLY PLACE
200461077,BRONX,2946,30,690,EAST TREMONT AVENUE,BRONX,10457,NEW YORK,Full Address,690 EAST TREMONT AVENUE
200996979,NOT NYC,.,.,1880,CARTER AVENUE,.,.,NEW YORK,Full Address,1880 CARTER AVENUE
204780025,MANHATTAN,.,.,.,N E CORNER E 100 STREET 1ST,NEW YORK,.,NEW YORK,Intersection,N E CORNER E 100 STREET AND 1ST
196455115,BROOKLYN,2786,19,602,GRAND STREET,BROOKLYN,11211,NEW YORK,Full Address,602 GRAND STREET
198241295,MANHATTAN,1960,7502,2551,8 AVENUE,NEW YORK,10030,NEW YORK,Full Address,2551 8 AVENUE
201565293,BROOKLYN,1625,7501,184,STUYVESANT AVENUE,BROOKLYN,11221,NEW YORK,Full Address,184 STUYVESANT AVENUE
201573790,BROOKLYN,.,.,232,TAFFEE PL,BROOKLYN,11205,NEW YORK,Full Address,232 TAFFEE PL
204603457,MANHATTAN,.,.,.,W 46 ST I O 7 AVE,NEW YORK,.,NEW YORK,Intersection,W 46 ST AND 7 AVE
211745858,MANHATTAN,.,.,.,W 33 ST AND 7 AVE,NEW YORK,.,NEW YORK,Intersection,W 33 ST AND 7 AVE
211746343,MANHATTAN,.,.,.,7 AVE W 33 ST,NEW YORK,.,NEW YORK,Intersection,7 AVE AND W 33 ST
211819475,BROOKLYN,.,.,.,LAFAYETTE NANCY,BROOKLYN,.,NEW YORK,Intersection,LAFAYETTE AND NANCY
198706842,MANHATTAN,1722,69,292,LENOX AVENUE,NEW YORK,10027,NEW YORK,Full Address,292 LENOX AVENUE
199247804,QUEENS,3936,6,3-May,119 STREET,COLLEGE POINT,11356,NEW YORK,Full Address,3-May 119 STREET
199793148,BROOKLYN,.,.,.,LINDEN BLVD I O EAST 34 STRE,BROOKLYN,.,NEW YORK,Intersection,LINDEN BLVD AND EAST 34 STRE
199793972,QUEENS,.,.,.,SPRINGFIELD BLVD I O 116 AVE,QUEENS,.,NEW YORK,Intersection,SPRINGFIELD BLVD AND 116 AVE
199803607,BROOKLYN,.,.,.,I O GLENWOOD RD E 40 ST,BROOKLYN,.,NEW YORK,Intersection,GLENWOOD RD AND E 40 ST
199992825,BROOKLYN,6032,4,8521,COLONIAL ROAD,BROOKLYN,11209,NEW YORK,Full Address,8521 COLONIAL ROAD
200432569,BRONX,.,.,.,TELLER AVE E 170 ST,BRONX,.,NEW YORK,Intersection,TELLER AVE AND E 170 ST
200659663,BRONX,.,.,.,N W C W BURNSIDE OSBORN,BRONX,.,NEW YORK,Insufficient Information,N W C W BURNSIDE OSBORN
201098435,BROOKLYN,.,.,.,I O CYPRESS AVE TROUTMAN ST,BROOKLYN,.,NEW YORK,Intersection,CYPRESS AVE AND TROUTMAN ST
211747810,MANHATTAN,.,.,.,WEST 32 ST AND 7TH AVE,NEW YORK,.,NEW YORK,Intersection,WEST 32 ST AND 7TH AVE
198792010,STATEN IS,.,.,2504,AMBOY ROAD,STATEN ISLAND,10306,NEW YORK,Full Address,2504 AMBOY ROAD
198967524,QUEENS,.,.,.,43 ST QUEENS BLVD,QUEENS,.,NEW YORK,Intersection,43 ST AND QUEENS BLVD
199070814,QUEENS,.,.,.,CORPORAL KENNEDY ST AT 43 AV,QUEENS,.,NEW YORK,Intersection,CORPORAL KENNEDY ST AND 43 AV
199247328,QUEENS,.,.,.,155 ST AND BOOT MEMORIAL AVE,QUEENS,.,NEW YORK,Intersection,155 ST AND BOOT MEMORIAL AVE
200069513,BROOKLYN,.,.,.,I O AVE C OCEAN PKWY,BROOKLYN,.,NEW YORK,Insufficient Information,AVE C OCEAN PKWY
202810960,QUEENS,.,.,.,ROCKAWAY BLVD 147 ST,QUEENS,.,NEW YORK,Intersection,ROCKAWAY BLVD AND 147 ST
204782436,MANHATTAN,1614,14,1618,MADISON AVENUE,NEW YORK,10029,NEW YORK,Full Address,1618 MADISON AVENUE
209586080,MANHATTAN,1621,7501,3,EAST 115 STREET,NEW YORK,10029,NEW YORK,Full Address,3 EAST 115 STREET
198070391,MANHATTAN,.,.,.,I O BROADWAY BATTERY PL,NEW YORK,.,NEW YORK,Intersection,BROADWAY AND BATTERY PL
198076607,MANHATTAN,211,29,370,CANAL STREET,NEW YORK,10013,NEW YORK,Full Address,370 CANAL STREET
198138912,MANHATTAN,.,.,.,C O BROADWAY AND GRAND ST,NEW YORK,.,NEW YORK,Intersection,BROADWAY AND GRAND ST
198990972,QUEENS,.,.,.,45 ST GREENPOINT AVE,QUEENS,.,NEW YORK,Intersection,45 ST AND GREENPOINT AVE
199521612,QUEENS,.,.,84-51,COOLIDGE,QUEENS,.,NEW YORK,Full Address,84-51 COOLIDGE
199974015,BROOKLYN,.,.,.,13TH AVENUE AND 47TH STREET,BROOKLYN,.,NEW YORK,Intersection,13TH AVENUE AND 47TH STREET
200448014,BRONX,3902,69,1401,WHITE PLAINS ROAD,BRONX,10462,NEW YORK,Full Address,1401 WHITE PLAINS ROAD
200936790,BRONX,.,.,.,COUNTRY CLUB KENNELWORTH,BRONX,.,NEW YORK,Insufficient Information,COUNTRY CLUB KENNELWORTH
202830293,QUEENS,.,.,.,CYPRESS AVE JEFFERSON AVE,QUEENS,.,NEW YORK,Intersection,CYPRESS AVE AND JEFFERSON AVE
204591961,MANHATTAN,834,11,1260,BROADWAY,NEW YORK,10001,NEW YORK,Full Address,1260 BROADWAY
206085276,QUEENS,.,.,.,188 ST UNION TPKE,QUEENS,.,NEW YORK,Intersection,188 ST AND UNION TPKE
207637210,QUEENS,.,.,116-14,190 STREET,SAINT ALBANS,11412,NEW YORK,Full Address,116-14 190 STREET
211741925,MANHATTAN,.,.,.,W 33 ST 7TH AVE,NEW YORK,.,NEW YORK,Intersection,W 33 ST AND ST 7TH AVE
211743227,MANHATTAN,.,.,.,W 33 ST 7TH AVE,NEW YORK,.,NEW YORK,Intersection,W 33 ST AND ST 7TH AVE
214583629,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
214583986,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
199097187,QUEENS,.,.,.,I O ROOSEVELT AVE 72 ST,QUEENS,.,NEW YORK,Intersection,ROOSEVELT AVE AND 72 ST
200060722,BROOKLYN,.,.,.,CHURCH AVE I O MCDONALD AVE,BROOKLYN,.,NEW YORK,Intersection,CHURCH AVE AND MCDONALD AVE
211743236,MANHATTAN,.,.,.,33 ST BROADWAY,NEW YORK,.,NEW YORK,Intersection,33 ST AND BROADWAY
211743245,MANHATTAN,.,.,.,33 ST BROADWAY,NEW YORK,.,NEW YORK,Intersection,33 ST AND BROADWAY
214583665,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
196611086,BROOKLYN,.,.,.,I O 4TH AVENUE 5TH STREET,BROOKLYN,.,NEW YORK,Insufficient Information,4TH AVENUE 5TH STREET
198874830,STATEN IS,.,.,.,MERRYMOUNT ST LAMPED LOOP,STATEN ISLAND,.,NEW YORK,Intersection,MERRYMOUNT ST AND LAMPED LOOP
199121560,QUEENS,1960,32,57-18,108 STREET,CORONA,11368,NEW YORK,Full Address,57-18 108 STREET
199190018,QUEENS,.,.,.,N B 23 ST 30 ROAD,QUEENS,.,NEW YORK,Intersection,23 ST AND 30 ROAD
199366063,QUEENS,11771,82,129-20,133 STREET,SOUTH OZONE PAR,11420,NEW YORK,Full Address,129-20 133 STREET
199752136,BROOKLYN,4650,13,262,EAST 96 STREET,BROOKLYN,11212,NEW YORK,Full Address,262 EAST 96 STREET
200266761,BROOKLYN,6261,27,1850,78 STREET,BROOKLYN,11214,NEW YORK,Full Address,1850 78 STREET
200266770,BROOKLYN,6261,27,1850,78 STREET,BROOKLYN,11214,NEW YORK,Full Address,1850 78 STREET
200283243,BROOKLYN,.,.,.,I O E 15 ST SHEEPSHEAD BAY R,BROOKLYN,.,NEW YORK,Intersection,E 15 ST AND ST SHEEPSHEAD BAY R
200440690,BRONX,3739,67,1121,ELDER AVENUE,BRONX,10472,NEW YORK,Full Address,1121 ELDER AVENUE
200529405,BRONX,.,.,.,E 170 GRAND CONCOURSE,BRONX,.,NEW YORK,Intersection,E 170 ST AND GRAND CONCOURSE
200879590,BRONX,5417,21,1470,OUTLOOK AVENUE,BRONX,10465,NEW YORK,Full Address,1470 OUTLOOK AVENUE
201107904,BROOKLYN,.,.,.,ATLANTIC AVE ROCKAWAY AVE,BROOKLYN,.,NEW YORK,Intersection,ATLANTIC AVE AND ROCKAWAY AVE
203183806,MANHATTAN,1638,52,1787,LEXINGTON AVENUE,NEW YORK,10029,NEW YORK,Full Address,1787 LEXINGTON AVENUE
203189782,MANHATTAN,.,.,.,EAST 111 STREET LEXINGTON,NEW YORK,.,NEW YORK,Intersection,EAST 111 ST AND STREET LEXINGTON
204698414,MANHATTAN,.,.,.,I O 2ND AVENUE EAST 77 STREE,NEW YORK,.,NEW YORK,Insufficient Information,2ND AVENUE EAST 77 STREE
196473420,BROOKLYN,2679,46,848,LORIMER STREET,BROOKLYN,11222,NEW YORK,Full Address,848 LORIMER STREET
197815357,MANHATTAN,.,.,.,CANAL ALLEN ST,NEW YORK,.,NEW YORK,Insufficient Information,CANAL ALLEN ST
197958577,MANHATTAN,.,.,.,N W C O E 52 ST MADISON AVE,NEW YORK,.,NEW YORK,Intersection,E 52 ST AND ST MADISON AVE
198070400,MANHATTAN,.,.,.,I O BROADWAY BATTERY PL,NEW YORK,.,NEW YORK,Intersection,BROADWAY AND BATTERY PL
199369280,QUEENS,.,.,.,N W CORNER ROCKAWA 134 ST,QUEENS,.,NEW YORK,Insufficient Information,N W CORNER ROCKAWA 134 ST
199369290,QUEENS,.,.,.,128 STREET LIBERTY AVE,QUEENS,.,NEW YORK,Intersection,128 STREET AND LIBERTY AVE
199369309,QUEENS,.,.,.,130 ST LIBERTY AVE,QUEENS,.,NEW YORK,Intersection,130 ST AND LIBERTY AVE
200440718,BRONX,.,.,.,WATSON AVENUE AND WARD AVE,BRONX,.,NEW YORK,Intersection,WATSON AVENUE AND WARD AVE
200475321,BRONX,3324,164,3415,JEROME AVENUE,BRONX,10467,NEW YORK,Full Address,3415 JEROME AVENUE
201569482,BROOKLYN,1600,17,1115,DEKALB AVENUE,BROOKLYN,11221,NEW YORK,Full Address,1115 DEKALB AVENUE
201569491,.,.,.,.,.,.,.,.,Insufficient Information,Not enough information to decipher
201571848,BROOKLYN,1953,37,316,FRANKLIN AVENUE,BROOKLYN,11238,NEW YORK,Full Address,316 FRANKLIN AVENUE
202835793,QUEENS,.,.,.,83 PL PENELOPE AVE,QUEENS,.,NEW YORK,Intersection,83 PL AND PENELOPE AVE
204587314,MANHATTAN,.,.,.,W B W 43 AND 8 AVE,NEW YORK,.,NEW YORK,Intersection,W 43 AND 8 AVE
204597571,MANHATTAN,1032,29,300,WEST 42 STREET,NEW YORK,10036,NEW YORK,Full Address,300 WEST 42 STREET
207631757,QUEENS,.,.,.,BAISLEY BLVD 166 STREET,QUEENS,.,NEW YORK,Intersection,BAISLEY BLVD AND 166 STREET
209599042,MANHATTAN,.,.,.,.,NEW YORK,.,NEW YORK,Insufficient Information,Not enough information to decipher
211727946,BROOKLYN,.,.,.,BERGEN STREET AND 6 AVENUE,BROOKLYN,.,NEW YORK,Intersection,BERGEN STREET AND 6 AVENUE
211819457,BROOKLYN,.,.,.,C O NOSTRAND PUTNAM,BROOKLYN,.,NEW YORK,Intersection,NOSTRAND AND PUTNAM
211819466,BROOKLYN,.,.,.,C O PUTNAM AVE AND NOSTRAND,BROOKLYN,.,NEW YORK,Intersection,PUTNAM AVE AND NOSTRAND
198030746,MANHATTAN,.,.,.,N W CO EAST 58 ST 3 AVENUE,NEW YORK,.,NEW YORK,Intersection,N W CO EAST 58 ST AND 3 AVENUE
199428781,QUEENS,.,.,.,S B BROOKVILLE BLVD 43 AVE,QUEENS,.,NEW YORK,Intersection,BROOKVILLE BLVD AND 43 AVE
211740650,MANHATTAN,.,.,.,7 AVE W 42 ST,NEW YORK,.,NEW YORK,Intersection,7 AVE AND W 42 ST
211740660,MANHATTAN,.,.,.,W 42 ST 7 AVE,NEW YORK,.,NEW YORK,Intersection,W 42 ST AND ST 7 AVE
